"estudiante_id","nombre","apellido","genero","curso_nivel","curso_paralelo","curso_turno","materia_nombre","periodo_nombre","periodo_id","promedio_examenes","promedio_tareas","promedio_exposiciones","promedio_participaciones","porcentaje_asistencia","promedio_practicas","promedio_proyecto_final","promedio_trabajo_grupal","promedio_ensayos","promedio_cuestionarios","nota_final_real","edad","genero_masculino","turno_manana","promedio_notas_anterior","promedio_participacion","rendimiento_categoria","total_evaluaciones"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","2","0","75.43766666666667","77.680625","49.58499999999999","61.666666666666664","0","78.60799999999999","78.228125","64.45875000000001","52.325624999999995","65.4","5","0","1","38.279572916666666","49.58499999999999","Medio","196"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","3","0","78.122","76.54285714285713","57.27666666666668","56.666666666666664","0","82.05799999999999","82.12142857142855","74.23285714285716","42.20857142857143","67.11","5","0","1","38.66621428571428","57.27666666666668","Medio","187"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","1","0","73.68733333333333","80.25928571428572","45.70366666666667","40.0","0","85.13","82.93571428571428","57.46857142857142","60.85","62.84","5","0","1","38.48665476190476","45.70366666666667","Medio","187"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","2","0","75.40100000000001","78.995625","49.04566666666667","48.333333333333336","0","84.28200000000001","84.173125","71.27062500000001","34.6625","63.51","5","0","1","38.59915625000001","49.04566666666667","Medio","196"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","3","0","79.11033333333333","80.215","47.34599999999999","56.666666666666664","0","78.18","89.17928571428573","56.754999999999995","48.88214285714286","64.8","5","0","1","39.83133333333333","47.34599999999999","Medio","187"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","1","0","78.26833333333335","82.29642857142856","57.68066666666667","55.0","0","78.342","77.18214285714285","55.185714285714276","57.462857142857146","66.23","5","0","1","40.141190476190474","57.68066666666667","Medio","187"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","2","0","75.85633333333335","80.503125","62.813","41.666666666666664","0","79.564","80.41187500000001","55.86000000000001","45.020624999999995","64.01","5","0","1","39.08986458333334","62.813","Medio","196"
"1","Roxana","Rivera","Femenino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","3","0","69.925","89.0342857142857","56.729","56.666666666666664","0","81.776","80.77499999999999","65.7642857142857","63.99928571428571","68.73","5","0","1","39.739821428571425","56.729","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","1","0","75.91133333333332","78.22285714285715","49.27433333333333","50.0","0","80.35400000000001","79.64214285714286","54.632857142857155","56.52928571428572","63.43","5","1","1","38.53354761904762","49.27433333333333","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","2","0","73.43599999999999","74.72749999999998","55.17533333333331","46.666666666666664","0","90.218","80.50000000000001","61.35437500000001","55.24812500000001","65.21","5","1","1","37.04087499999999","55.17533333333331","Medio","196"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","3","0","77.41799999999999","78.4992857142857","62.192","40.0","0","73.74","85.70785714285714","63.72928571428571","46.26428571428572","64.52","5","1","1","38.979321428571424","62.192","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","1","0","76.33200000000002","79.67785714285712","54.653000000000006","38.333333333333336","0","80.02799999999999","76.03714285714285","66.44142857142857","51.199285714285715","63.23","5","1","1","39.00246428571428","54.653000000000006","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","2","0","78.256","80.61125000000001","40.842333333333336","55.0","0","80.502","73.17999999999999","52.25625000000001","61.6075","62.61","5","1","1","39.7168125","40.842333333333336","Medio","196"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","3","0","76.42533333333334","76.24571428571427","44.89833333333333","63.333333333333336","0","90.25399999999999","76.45000000000002","57.260000000000005","53.682857142857145","65.1","5","1","1","38.1677619047619","44.89833333333333","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","1","0","74.291","79.44785714285715","52.09199999999999","61.666666666666664","0","76.91600000000001","78.17857142857142","75.11500000000001","36.00071428571429","65.16","5","1","1","38.434714285714286","52.09199999999999","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","2","0","75.55633333333331","84.258125","59.265333333333345","51.666666666666664","0","71.54599999999999","81.951875","57.16875","44.355000000000004","64.54","5","1","1","39.953614583333334","59.265333333333345","Medio","196"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","3","0","76.46066666666667","75.6042857142857","50.47033333333332","43.333333333333336","0","70.034","78.7042857142857","54.042142857142856","41.575","59.54","5","1","1","38.016238095238094","50.47033333333332","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","1","0","69.89266666666666","78.23142857142857","52.01566666666667","41.666666666666664","0","80.63199999999999","81.66357142857144","58.09642857142857","51.839999999999996","62.19","5","1","1","37.0310238095238","52.01566666666667","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","2","0","80.076","79.74624999999999","57.659","46.666666666666664","0","74.16600000000001","78.18562499999999","61.46125","49.94250000000001","64.42","5","1","1","39.9555625","57.659","Medio","196"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","3","0","79.13833333333332","82.23428571428573","46.027000000000015","35.0","0","78.78","72.23714285714286","47.94785714285714","60.56499999999998","60.05","5","1","1","40.34315476190476","46.027000000000015","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","1","0","75.91799999999999","80.79142857142858","47.25166666666667","48.333333333333336","0","77.862","75.0657142857143","54.478571428571435","53.480000000000004","61.94","5","1","1","39.17735714285715","47.25166666666667","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","2","0","73.01433333333333","81.2125","50.664333333333325","51.666666666666664","0","82.01399999999998","80.656875","62.354375","52.692499999999995","64.68","5","1","1","38.55670833333333","50.664333333333325","Medio","196"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","3","0","80.59133333333332","81.08285714285715","52.29833333333333","51.666666666666664","0","80.328","77.89500000000001","50.07214285714286","38.73571428571428","62.49","5","1","1","40.418547619047615","52.29833333333333","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","1","0","72.05866666666665","81.13428571428571","55.731333333333325","55.0","0","74.59800000000001","78.84857142857143","43.83928571428571","46.16857142857143","62.37","5","1","1","38.29823809523809","55.731333333333325","Medio","187"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","2","0","75.17366666666666","75.658125","50.519999999999996","46.666666666666664","0","75.494","80.79687500000001","62.343125","68.11812499999999","64.51","5","1","1","37.70794791666667","50.519999999999996","Medio","196"
"2","Luis","Rojas","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","3","0","76.89033333333332","82.25928571428571","59.53299999999999","60.0","0","86.484","75.92928571428573","52.56214285714286","42.480714285714285","66.04","5","1","1","39.78740476190475","59.53299999999999","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","1","0","74.95666666666666","76.95285714285716","63.409","53.333333333333336","0","87.482","83.16142857142857","62.22714285714285","54.59142857142859","68.28","5","1","1","37.977380952380955","63.409","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","2","0","73.75433333333335","76.74875","45.854000000000006","53.333333333333336","0","81.756","80.18125","54.70875000000001","60.6825","63.52","5","1","1","37.625770833333334","45.854000000000006","Medio","196"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","3","0","75.18733333333334","84.62857142857142","52.586","55.0","0","80.65400000000001","81.93714285714286","57.69428571428572","56.46642857142858","66.06","5","1","1","39.95397619047619","52.586","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","1","0","77.34500000000001","80.81642857142857","53.94133333333333","38.333333333333336","0","81.68199999999999","77.35928571428572","61.05500000000001","42.73642857142857","62.15","5","1","1","39.54035714285715","53.94133333333333","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","2","0","74.44800000000001","80.699375","55.90366666666666","40.0","0","79.14","78.82000000000001","64.290625","51.82062499999999","63.68","5","1","1","38.78684375","55.90366666666666","Medio","196"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","3","0","76.04433333333333","81.15999999999998","48.402","63.333333333333336","0","78.98799999999999","84.97642857142857","58.09285714285714","46.30642857142858","65.28","5","1","1","39.301083333333324","48.402","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","1","0","81.57466666666663","76.72571428571429","42.14666666666667","65.0","0","85.054","76.47785714285713","53.83428571428571","56.94642857142857","64.83","5","1","1","39.57509523809523","42.14666666666667","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","2","0","76.61599999999999","82.16437499999999","43.002","63.333333333333336","0","71.308","78.83250000000001","54.20499999999999","44.026250000000005","62.21","5","1","1","39.69509375","43.002","Medio","196"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","3","0","73.74600000000001","76.67928571428573","39.311","48.333333333333336","0","83.04","79.54071428571429","55.13642857142857","61.62357142857144","61.67","5","1","1","37.606321428571434","39.311","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","1","0","77.31433333333334","78.78571428571429","46.11933333333334","58.333333333333336","0","79.88000000000001","76.47142857142856","52.64571428571429","31.687142857142863","60.96","5","1","1","39.02501190476191","46.11933333333334","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","2","0","73.02933333333331","77.81499999999998","55.21000000000001","48.333333333333336","0","74.10400000000001","85.61375","63.278125","47.185","63.9","5","1","1","37.71108333333332","55.21000000000001","Medio","196"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","3","0","76.88833333333334","86.53428571428572","55.36699999999999","48.333333333333336","0","81.688","79.04785714285715","60.846428571428575","39.765","64.34","5","1","1","40.85565476190476","55.36699999999999","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","1","0","72.47200000000001","80.52071428571428","46.470666666666666","48.333333333333336","0","85.334","78.32500000000002","54.114999999999995","51.24285714285715","62.26","5","1","1","38.24817857142857","46.470666666666666","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","2","0","75.26533333333333","80.19562499999999","43.99133333333334","43.333333333333336","0","85.862","79.546875","64.339375","56.18749999999999","63.12","5","1","1","38.865239583333334","43.99133333333334","Medio","196"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","3","0","73.77233333333334","78.68928571428572","47.57633333333332","45.0","0","81.564","79.19928571428571","56.30357142857142","45.369285714285716","61.21","5","1","1","38.11540476190476","47.57633333333332","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","1","0","73.77466666666668","77.22071428571428","43.96866666666666","55.0","0","79.21799999999999","83.17714285714284","60.77571428571429","46.21071428571428","62.58","5","1","1","37.74884523809524","43.96866666666666","Medio","187"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","2","0","75.73133333333335","81.48625","51.921","51.666666666666664","0","90.00399999999999","83.59125","66.000625","46.26625","66.13","5","1","1","39.30439583333334","51.921","Medio","196"
"3","Mauricio","Rojas","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","3","0","77.63899999999998","79.23","50.401666666666664","53.333333333333336","0","78.44200000000001","82.78857142857142","74.71785714285714","43.71714285714285","65.37","5","1","1","39.21724999999999","50.401666666666664","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","1","0","77.46166666666666","80.55499999999999","52.154999999999994","61.666666666666664","0","74.082","82.89928571428571","52.89071428571429","52.10785714285715","65.18","6","1","1","39.50416666666666","52.154999999999994","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","2","0","74.64166666666668","79.31937500000001","53.76233333333333","53.333333333333336","0","67.522","80.22062500000001","56.46","53.946875000000006","63.4","6","1","1","38.49026041666667","53.76233333333333","Medio","196"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","3","0","77.60233333333335","78.94928571428571","49.97366666666667","46.666666666666664","0","71.04800000000002","87.57357142857144","69.37214285714285","63.67214285714285","65.55","6","1","1","39.137904761904764","49.97366666666667","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","1","0","73.28733333333335","85.60285714285713","54.002666666666656","46.666666666666664","0","77.94000000000001","79.61857142857143","53.092142857142846","69.62071428571429","65.38","6","1","1","39.72254761904762","54.002666666666656","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","2","0","74.8","77.8","47.71566666666667","40.0","0","76.012","77.248125","64.10437499999999","42.13250000000001","60.19","6","1","1","38.15","47.71566666666667","Medio","196"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","3","0","68.972","80.05928571428569","45.681","53.333333333333336","0","80.276","87.825","55.74357142857143","39.16357142857144","61.77","6","1","1","37.25782142857142","45.681","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","1","0","74.42266666666667","73.99571428571427","53.9","45.0","0","77.062","80.95142857142856","58.215714285714284","54.90714285714286","62.98","6","1","1","37.104595238095236","53.9","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","2","0","73.47933333333332","79.090625","58.358","48.333333333333336","0","80.09","79.22687499999998","56.9125","54.239374999999995","64.75","6","1","1","38.14248958333333","58.358","Medio","196"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","3","0","74.765","83.53357142857145","57.26499999999999","43.333333333333336","0","78.032","78.22285714285715","58.376428571428576","44.67142857142858","63.19","6","1","1","39.57464285714286","57.26499999999999","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","1","0","77.06700000000001","74.98000000000002","51.630999999999986","41.666666666666664","0","90.372","83.74571428571429","65.99071428571428","61.90714285714286","65.77","6","1","1","38.011750000000006","51.630999999999986","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","2","0","74.13799999999999","82.980625","55.76066666666666","50.0","0","73.994","83.56062499999997","49.4925","42.900625","62.75","6","1","1","39.27965625","55.76066666666666","Medio","196"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","3","0","78.01833333333335","80.95857142857143","47.87133333333333","41.666666666666664","0","72.388","86.56857142857143","57.728571428571435","51.75714285714285","62.13","6","1","1","39.7442261904762","47.87133333333333","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","1","0","73.81266666666666","78.39928571428571","41.879000000000005","53.333333333333336","0","76.788","83.2907142857143","60.15857142857143","57.49071428571428","62.95","6","1","1","38.05298809523809","41.879000000000005","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","2","0","76.105","75.943125","53.85233333333334","55.0","0","81.946","78.323125","59.805","42.785624999999996","63.97","6","1","1","38.01203125","53.85233333333334","Medio","196"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","3","0","75.28500000000001","79.615","45.38566666666668","46.666666666666664","0","81.492","76.73857142857142","58.30928571428573","52.25142857142857","61.98","6","1","1","38.725","45.38566666666668","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","1","0","75.12466666666664","81.26428571428572","42.24866666666666","48.333333333333336","0","73.238","75.33857142857143","67.95928571428571","62.410000000000004","62.86","6","1","1","39.09723809523809","42.24866666666666","Medio","187"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","2","0","78.329","77.76625","44.97666666666666","65.0","0","77.54400000000001","78.36187500000001","55.849374999999995","54.5","64.5","6","1","1","39.0238125","44.97666666666666","Medio","196"
"4","Fernando","Céspedes","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","3","0","75.17466666666665","78.0257142857143","44.07266666666666","41.666666666666664","0","88.476","83.51357142857141","65.39500000000001","45.73285714285714","62.33","6","1","1","38.30009523809524","44.07266666666666","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Primer Trimestre","1","0","73.47000000000001","79.23357142857142","40.26766666666666","46.666666666666664","0","76.152","84.26071428571429","62.16857142857143","51.38214285714285","61.28","4","1","1","38.175892857142856","40.26766666666666","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Segundo Trimestre","2","0","75.96700000000001","77.150625","53.46166666666668","53.333333333333336","0","82.83399999999999","82.40875","65.04374999999999","45.6525","65.17","4","1","1","38.27940625000001","53.46166666666668","Medio","196"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Desarrollo Personal y Social","Tercer Trimestre","3","0","72.66300000000001","82.61428571428573","50.41633333333333","45.0","0","80.61","75.04214285714285","52.497857142857136","49.4492857142857","61.56","4","1","1","38.819321428571435","50.41633333333333","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Primer Trimestre","1","0","69.65433333333334","84.36642857142859","54.331333333333326","36.666666666666664","0","83.436","83.62714285714286","63.978571428571435","51.442142857142855","63.65","4","1","1","38.50519047619048","54.331333333333326","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Segundo Trimestre","2","0","74.98533333333333","82.8625","51.584999999999994","50.0","0","74.082","79.61562500000001","61.686875","57.983749999999986","64.53","4","1","1","39.46195833333333","51.584999999999994","Medio","196"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Comunicación Oral (en Lengua Castellana)","Tercer Trimestre","3","0","75.11366666666665","77.30571428571429","44.66166666666667","50.0","0","73.488","85.68999999999998","54.60785714285714","46.55857142857143","61.15","4","1","1","38.10484523809524","44.66166666666667","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Primer Trimestre","1","0","70.613","79.44642857142857","40.24566666666666","58.333333333333336","0","86.49600000000001","80.21857142857142","50.719999999999985","43.473571428571425","61.32","4","1","1","37.51485714285714","40.24566666666666","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Segundo Trimestre","2","0","76.127","82.17500000000001","54.22199999999998","43.333333333333336","0","76.434","75.013125","60.3","56.981875","63.61","4","1","1","39.575500000000005","54.22199999999998","Medio","196"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Lenguaje Artístico y Corporal","Tercer Trimestre","3","0","74.31099999999999","79.01928571428572","47.56466666666667","36.666666666666664","0","80.646","77.5342857142857","61.10142857142857","40.917142857142856","59.81","4","1","1","38.33257142857143","47.56466666666667","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Primer Trimestre","1","0","70.91233333333334","81.77142857142856","57.205333333333336","51.666666666666664","0","81.55999999999999","79.17999999999999","55.748571428571424","45.51499999999999","64.12","4","1","1","38.170940476190474","57.205333333333336","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Segundo Trimestre","2","0","73.45633333333333","73.49750000000002","44.48966666666667","51.666666666666664","0","83.414","78.39000000000001","62.93374999999999","44.733125","61.76","4","1","1","36.73845833333334","44.48966666666667","Medio","196"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Exploración del Entorno","Tercer Trimestre","3","0","73.99633333333333","81.57785714285716","45.733666666666664","53.333333333333336","0","76.462","83.44214285714285","60.61714285714286","58.934999999999995","64.28","4","1","1","38.893547619047624","45.733666666666664","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Primer Trimestre","1","0","69.56433333333334","81.60642857142855","47.01733333333335","36.666666666666664","0","79.67599999999999","78.05999999999997","63.69928571428572","60.83214285714286","61.86","4","1","1","37.79269047619047","47.01733333333335","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Segundo Trimestre","2","0","75.9156666666667","78.421875","54.17699999999999","60.0","0","68.136","75.769375","56.154999999999994","43.39875","62.93","4","1","1","38.58438541666668","54.17699999999999","Medio","196"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Motricidad Global y Fina","Tercer Trimestre","3","0","71.82233333333333","85.46357142857143","44.52","48.333333333333336","0","72.456","78.65285714285713","65.77357142857143","44.011428571428574","61.46","4","1","1","39.32147619047619","44.52","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Primer Trimestre","1","0","80.86633333333337","83.80214285714284","44.974999999999994","33.333333333333336","0","82.272","80.81785714285716","69.25142857142858","50.86428571428572","62.51","4","1","1","41.16711904761905","44.974999999999994","Medio","187"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Segundo Trimestre","2","0","75.35100000000001","82.19562500000002","50.95366666666666","46.666666666666664","0","78.072","73.15125","70.5125","51.37625","63.85","4","1","1","39.38665625000001","50.95366666666666","Medio","196"
"5","Jorge","Salvatierra","Masculino","Secundaria","A","Mañana","Valores y Espiritualidad","Tercer Trimestre","3","0","75.32566666666668","73.5592857142857","44.08333333333333","45.0","0","82.71400000000001","81.03","54.88285714285714","62.214999999999996","62.12","4","1","1","37.22123809523809","44.08333333333333","Medio","187"
